wals code	glottocode	name	latitude	longitude	macroarea	genus	family	sample 100	sample 200
tob	toba1269	Toba	-26.5	-59.0	South America	Guaicuruan	Guaicuruan	False	False
shr	shor1247	Shor	53.0	88.0	Eurasia	Turkic	Altaic	False	False
krz	kryt1240	Kryz	41.0833333333	48.0	Eurasia	Lezgic	Nakh-Daghestanian	False	False
bol	boli1255	Bolia	-1.25	18.3333333333	Africa	Bantoid	Niger-Congo	False	False
nto	ntom1248	Ntomba	-2.0	18.3333333333	Africa	Bantoid	Niger-Congo	False	False
abn	arab1267	Arabana	-28.25	136.25	Australia	Pama-Nyungan	Australian	False	False
lok	loko1255	Loko	9.33333333333	-12.0833333333	Africa	Western Mande	Niger-Congo	False	False
mug	barg1252	Mugil	-4.88333333333	145.75	Papunesia	Madang	Trans-New Guinea	False	False
edo	edol1239	Edolo	-6.16666666667	142.666666667	Papunesia	Bosavi	Bosavi	False	False
tll	taul1251	Taulil	-4.41666666667	152.083333333	Papunesia	Taulil	Baining-Taulil	False	False
koe	kweg1241	Koegu	7.0	36.0833333333	Africa	Surmic	Nilo-Saharan	False	False
jab	yabe1254	Jabêm	-6.58333333333	147.783333333	Papunesia	Oceanic	Austronesian	False	False
ath	athp1241	Athpare	27.0	87.3333333333	Eurasia	Mahakiranti	Sino-Tibetan	False	False
kwe	west2635	Kanjobal (Western)	15.8333333333	-91.8333333333	North America	Mayan	Mayan	False	False
kea	qanj1241	Kanjobal (Eastern)	15.3333333333	-91.6666666667	North America	Mayan	Mayan	False	False
grw	kala1399	Greenlandic (West)	64.0	-51.0	Eurasia	Eskimo	Eskimo-Aleut	True	True
gre	kala1399	Greenlandic (East)	65.0	-40.0	Eurasia	Eskimo	Eskimo-Aleut	False	False
gso	kala1399	Greenlandic (South)	60.0	-44.0	Eurasia	Eskimo	Eskimo-Aleut	False	False
ylm	yelm1242	Yelmek	-7.66666666667	139.166666667	Papunesia	Bulaka River	Bulaka River	False	False
alk	arop1243	Arop-Lokep	-5.38333333333	147.05	Papunesia	Oceanic	Austronesian	False	False
pms	paam1238	Paamese	-16.5	168.25	Papunesia	Oceanic	Austronesian	False	True
gue	guer1240	Guere	6.66666666667	-7.75	Africa	Kru	Niger-Congo	False	False
mkd	mako1251	Makonde	-11.0	40.0	Africa	Bantoid	Niger-Congo	False	False
tig	tigr1271	Tigrinya	14.5	38.5	Africa	Semitic	Afro-Asiatic	False	False
eja	ejag1239	Ejagham	5.41666666667	8.66666666667	Africa	Bantoid	Niger-Congo	False	False
sre	koho1244	Sre	11.5	108.0	Eurasia	Bahnaric	Austro-Asiatic	False	False
noc	noct1238	Nocte	27.0	95.5	Eurasia	Northern Naga	Sino-Tibetan	False	False
mof	mofu1248	Mofu-Gudur	10.5	14.0	Africa	Biu-Mandara	Afro-Asiatic	False	False
adz	adze1240	Adzera	-6.25	146.25	Papunesia	Oceanic	Austronesian	False	False
bac	wadj1254	Bachamal	-13.1666666667	130.166666667	Australia	Anson Bay	Australian	False	False
trc	chic1273	Trique (Chicahuaxtla)	17.1666666667	-97.8333333333	North America	Mixtecan	Oto-Manguean	False	False
tri	copa1237	Trique (Copala)	17.1666666667	-97.9166666667	North America	Mixtecan	Oto-Manguean	False	False
spc	stan1288	Spanish (Canary Islands)	28.0	-15.5833333333	Eurasia	Romance	Indo-European	False	False
ast	astu1245	Asturian	43.25	-6.0	Eurasia	Romance	Indo-European	False	False
spa	stan1288	Spanish	40.0	-4.0	Eurasia	Romance	Indo-European	True	True
gag	gaga1249	Gagauz	46.3333333333	28.6666666667	Eurasia	Turkic	Altaic	False	False
kar	kara1482	Kara (in Central African Republic)	10.0	23.0	Africa	Bongo-Bagirmi	Nilo-Saharan	False	False
kra	kara1486	Kara (in Papua New Guinea)	-2.83333333333	151.116666667	Papunesia	Oceanic	Austronesian	False	False
kmn	kuma1280	Kuman	-5.91666666667	145.0	Papunesia	Chimbu	Trans-New Guinea	False	False
gln	goli1247	Golin	-6.33333333333	144.75	Papunesia	Chimbu	Trans-New Guinea	False	False
tba	sina1271	Tabare	-6.08333333333	145.0	Papunesia	Chimbu	Trans-New Guinea	False	False
zan	zand1248	Zande	4.0	26.0	Africa	Ubangi	Niger-Congo	False	False
bud	budu1265	Buduma	13.5	14.5	Africa	Biu-Mandara	Afro-Asiatic	False	False
shw	shaw1249	Shawnee	40.0	-83.0	North America	Algonquian	Algic	False	False
itw	itaw1240	Itawis	17.75	121.5	Papunesia	Northern Luzon	Austronesian	False	False
wwy	wara1300	Waray-Waray	12.0	125.0	Papunesia	Greater Central Philippine	Austronesian	False	False
mai	mait1250	Maithili	26.0	86.0	Eurasia	Indic	Indo-European	False	False
dym	djim1235	Dyimini	8.41666666667	-4.41666666667	Africa	Gur	Niger-Congo	False	False
sab	saba1265	Sa'ban	3.66666666667	115.666666667	Papunesia	North Borneo	Austronesian	False	False
tua	tuam1242	Tuamotuan	-17.0	-144.0	Papunesia	Oceanic	Austronesian	False	False
tem	temm1241	Tem	8.66666666667	0.5	Africa	Gur	Niger-Congo	False	False
hnd	hund1239	Hunde	-1.16666666667	28.8333333333	Africa	Bantoid	Niger-Congo	False	False
pur	pure1242	Purépecha	19.5	-101.666666667	North America	Tarascan	Tarascan	False	False
zaz	diml1238	Zazaki	39.0	41.0	Eurasia	Iranian	Indo-European	False	False
yrt	yuru1263	Yuruti	1.0	-70.4166666667	South America	Tucanoan	Tucanoan	False	False
mlm	mlab1235	Mlabri (Minor)	18.5	101.0	Eurasia	Palaung-Khmuic	Austro-Asiatic	False	False
drm	darm1243	Darma	30.0	79.75	Eurasia	Bodic	Sino-Tibetan	False	False
ene	enet1250	Enets	67.5	86.5	Eurasia	Samoyedic	Uralic	False	False
kos	kosr1238	Kosraean	5.3	163.0	Papunesia	Oceanic	Austronesian	False	False
kta	koit1244	Koita	-9.33333333333	147.083333333	Papunesia	Koiarian	Trans-New Guinea	False	False
nai	nana1257	Nanai	49.5	137.0	Eurasia	Tungusic	Altaic	False	False
mgi	mail1248	Magi	-10.3333333333	149.333333333	Papunesia	Mailuan	Trans-New Guinea	False	False
gpz	swis1247	German (Appenzell)	47.3333333333	9.33333333333	Eurasia	Germanic	Indo-European	False	False
gba	bava1246	German (Bavarian)	49.0	11.5	Eurasia	Germanic	Indo-European	False	False
gbl	stan1295	German (Berlin)	52.5	13.3333333333	Eurasia	Germanic	Indo-European	False	False
gbe	swis1247	German (Bern)	47.0	7.41666666667	Eurasia	Germanic	Indo-European	False	False
gha	stan1295	German (Hannover)	52.4166666667	9.66666666667	Eurasia	Germanic	Indo-European	False	False
gma	stan1295	German (Mansfeldisch)	51.5833333333	11.5	Eurasia	Germanic	Indo-European	False	False
gos	swis1247	German (Ostschweiz)	47.4166666667	9.25	Eurasia	Germanic	Indo-European	False	False
grp	kols1241	German (Ripuarian)	51.0	7.0	Eurasia	Germanic	Indo-European	False	False
gth	stan1295	German (Thuringian)	51.0	11.0	Eurasia	Germanic	Indo-European	False	False
gti	stan1295	German (Timisoara)	45.75	21.25	Eurasia	Germanic	Indo-European	False	False
gau	bava1246	German (Upper Austrian)	47.0	14.0	Eurasia	Germanic	Indo-European	False	False
gwe	west2356	German (Westphalian)	52.0	7.5	Eurasia	Germanic	Indo-European	False	False
gzu	swis1247	German (Zurich)	47.4166666667	8.5	Eurasia	Germanic	Indo-European	False	False
gvi	bava1246	German (Viennese)	48.1666666667	16.3333333333	Eurasia	Germanic	Indo-European	False	False
gtg	swis1247	German (Thurgau)	47.5833333333	9.16666666667	Eurasia	Germanic	Indo-European	False	False
ger	stan1295	German	52.0	10.0	Eurasia	Germanic	Indo-European	True	True
mee	meen1242	Me'en	5.0	37.0	Africa	Surmic	Nilo-Saharan	False	False
cvc	chav1241	Chavacano	7.0	122.083333333	Papunesia	Creoles and Pidgins	other	False	False
pui	puin1248	Puinave	4.0	-68.0	South America	Puinave	Puinave	False	False
leb	ngel1238	Lebeo	1.75	25.0	Africa	Bantoid	Niger-Congo	False	False
tun	tuni1252	Tunica	32.6666666667	-91.0	North America	Tunica	Tunica	False	True
ktn	kete1254	Ketengban	-4.5	140.5	Papunesia	Mek	Trans-New Guinea	False	False
knq	krio1252	Kriol (Ngukurr)	-14.8333333333	135.0	Australia	Creoles and Pidgins	other	False	False
sml	seme1247	Semelai	3.0	103.0	Eurasia	Aslian	Austro-Asiatic	False	True
nyi	amas1236	Nyimang	12.1666666667	29.3333333333	Africa	Nyimang	Nilo-Saharan	False	False
nag	yale1246	Nagatman	-3.75	141.5	Papunesia	Yale	Yale	False	False
deu	deor1238	Deuri	26.0	90.25	Eurasia	Bodo-Garo	Sino-Tibetan	False	False
per	pero1241	Pero	9.58333333333	11.0	Africa	West Chadic	Afro-Asiatic	False	False
mul	mula1253	Mulao	25.0	108.0	Eurasia	Kam-Tai	Tai-Kadai	False	False
kky	kank1243	Kankanay	16.75	120.583333333	Papunesia	Northern Luzon	Austronesian	False	False
mbo	nucl1458	Monumbo	-4.25	145.0	Papunesia	Monumbo	Monumbo	False	False
chu	niva1238	Chulupí	-23.5	-60.5	South America	Matacoan	Matacoan	False	False
myn	maan1238	Ma'anyan	-2.0	115.0	Papunesia	Barito	Austronesian	False	False
kna	kari1311	Karitiâna	-9.5	-64.0	South America	Arikem	Tupian	False	False
snd	ceba1235	Senadi	9.5	-6.25	Africa	Gur	Niger-Congo	False	False
liv	livv1244	Liv	56.8333333333	24.0	Eurasia	Finnic	Uralic	False	False
cak	kaqc1274	Cakchiquel	14.5	-91.0	North America	Mayan	Mayan	False	False
krj	kara1476	Karadjeri	-19.0	122.0	Australia	Pama-Nyungan	Australian	False	False
chs	siyi1240	Chin (Siyin)	23.8333333333	94.0	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
rnn	renn1242	Rennellese	-11.6166666667	160.25	Papunesia	Oceanic	Austronesian	False	False
mii	tama1331	Miisiirii	13.5	22.0	Africa	Taman	Nilo-Saharan	False	False
tma	tama1331	Tama	14.5	22.0	Africa	Taman	Nilo-Saharan	False	False
ace	achi1257	Acehnese	5.5	95.5	Eurasia	Malayo-Sumbawan	Austronesian	False	False
ifm	teke1274	Ifumu	-3.66666666667	15.3333333333	Africa	Bantoid	Niger-Congo	False	False
akn	akan1250	Akan	6.5	-1.25	Africa	Kwa	Niger-Congo	False	False
wah	wahg1249	Wahgi	-5.83333333333	144.716666667	Papunesia	Chimbu	Trans-New Guinea	False	False
hmo	huam1250	Hmong Njua	28.0	105.0	Eurasia	Hmong-Mien	Hmong-Mien	True	True
hmd	hmon1333	Hmong Daw	26.0	105.0	Eurasia	Hmong-Mien	Hmong-Mien	False	False
gel	gela1263	Gela	-9.08333333333	160.25	Papunesia	Oceanic	Austronesian	False	False
mll	mola1238	Molala	44.5	-122.5	North America	Molala	Penutian	False	False
pap	papi1253	Papiamentu	12.25	-69.0	North America	Creoles and Pidgins	other	False	False
aro	aros1241	Arosi	-10.25	161.333333333	Papunesia	Oceanic	Austronesian	False	False
ham	hamt1247	Hamtai	-7.5	146.25	Papunesia	Angan	Trans-New Guinea	False	True
pla	play1240	Playero	7.0	-71.0	South America	Guahiban	Guahiban	False	False
nnc	cent1990	Nancowry	8.05	93.5	Eurasia	Nicobarese	Austro-Asiatic	False	False
nca	carn1240	Nicobarese (Car)	9.0	93.0	Eurasia	Nicobarese	Austro-Asiatic	False	False
nic	cent1990	Nicobarese	7.0	93.8333333333	Eurasia	Nicobarese	Austro-Asiatic	False	False
kol	kola1242	Kolami	20.0	78.5	Eurasia	Central Dravidian	Dravidian	False	False
ptp	patp1243	Patpatar	-3.76666666667	152.5	Papunesia	Oceanic	Austronesian	False	False
bry	baru1267	Baruya	-6.91666666667	145.916666667	Papunesia	Angan	Trans-New Guinea	False	False
rit	rita1239	Ritharngu	-12.8333333333	135.5	Australia	Pama-Nyungan	Australian	False	False
axv	akhv1239	Akhvakh	42.3333333333	46.3333333333	Eurasia	Avar-Andic-Tsezic	Nakh-Daghestanian	False	False
vie	viet1252	Vietnamese	10.5	106.5	Eurasia	Viet-Muong	Austro-Asiatic	True	True
kng	kain1272	Kaingang	-26.0	-52.0	South America	Ge-Kaingang	Macro-Ge	False	False
una	unaa1239	Una	-4.66666666667	140.0	Papunesia	Mek	Trans-New Guinea	False	True
mrl	murl1244	Murle	6.5	33.5	Africa	Surmic	Nilo-Saharan	False	True
pte	pait1244	Paite	24.0	93.1666666667	Eurasia	Kuki-Chin	Sino-Tibetan	False	False
nbb	bign1238	Nambas (Big)	-16.0833333333	167.2	Papunesia	Oceanic	Austronesian	False	False
ann	anin1240	Anindilyakwa	-14.0	136.5	Australia	Anindilyakwa	Australian	False	False
khm	cent1989	Khmer	12.5	105.0	Eurasia	Khmer	Austro-Asiatic	False	True
ytu	nort2745	Yukaghir (Tundra)	69.0	155.0	Eurasia	Yukaghir	Yukaghir	False	False
yko	sout2750	Yukaghir (Kolyma)	65.75	150.833333333	Eurasia	Yukaghir	Yukaghir	False	True
hve	sanm1287	Huave (San Mateo del Mar)	16.2166666667	-95.0	North America	Huavean	Huavean	False	False
mne	nort2952	Maidu (Northeast)	40.0	-120.666666667	North America	Maiduan	Penutian	False	False
was	wash1253	Washo	39.25	-120.0	North America	Washo	Washo	False	False
kul	gamo1244	Kullo	6.75	37.0833333333	Africa	North Omotic	Afro-Asiatic	False	False
gam	gamo1244	Gamo	6.66666666667	37.25	Africa	North Omotic	Afro-Asiatic	False	False
wly	wola1242	Wolaytta	6.83333333333	37.75	Africa	North Omotic	Afro-Asiatic	False	False
pkt	poko1263	Pokot	1.5	35.5	Africa	Nilotic	Nilo-Saharan	False	False
itn	neap1235	Italian (Napolitanian)	40.9166666667	14.25	Eurasia	Romance	Indo-European	False	False
itu	piem1238	Italian (Turinese)	45.0	7.66666666667	Eurasia	Romance	Indo-European	False	False
ifi	ital1282	Italian (Fiorentino)	43.75	11.25	Eurasia	Romance	Indo-European	False	False
itb	emil1242	Italian (Bologna)	44.5	11.3333333333	Eurasia	Romance	Indo-European	False	False
itg	ligu1248	Italian (Genoa)	44.4166666667	8.95	Eurasia	Romance	Indo-European	False	False
ita	ital1282	Italian	43.0	12.0	Eurasia	Romance	Indo-European	False	False
tno	tond1251	Tondano	1.25	125.0	Papunesia	Minahasan	Austronesian	False	False
lak	lakk1252	Lak	42.1666666667	47.1666666667	Eurasia	Lak-Dargwa	Nakh-Daghestanian	False	True
amc	amah1246	Amahuaca	-10.5	-72.5	South America	Panoan	Panoan	False	False
yyo	yort1237	Yorta Yorta	-36.0	146.0	Australia	Pama-Nyungan	Australian	False	False
rti	term1237	Roti	-10.6666666667	123.25	Papunesia	Central Malayo-Polynesian	Austronesian	False	False
tpc	tepe1278	Tepecano	21.75	-104.75	North America	Tepiman	Uto-Aztecan	False	False
cuc	timo1237	Cuica	9.0	-70.5	South America	Timote-Cuica	Timote-Cuica	False	False
gto	guat1253	Guató	-17.0	-58.0	South America	Guató	Macro-Ge	False	False
ket	kett1243	Ket	64.0	87.0	Eurasia	Yeniseian	Yeniseian	False	True
bgg	bang1368	Banggai	-1.41666666667	123.166666667	Papunesia	Celebic	Austronesian	False	False
dah	daha1245	Dahalo	-2.33333333333	40.5	Africa	Southern Cushitic	Afro-Asiatic	False	False
mbm	mbum1254	Mbum	7.75	13.1666666667	Africa	Adamawa	Niger-Congo	False	False
gfr	guia1246	Guianese French Creole	5.0	-53.0	South America	Creoles and Pidgins	other	False	False
sey	sese1246	Seychelles Creole	-4.75	55.5	Eurasia	Creoles and Pidgins	other	False	False
lcr	guad1242	Lesser Antillean French Creole	15.0	-61.1666666667	North America	Creoles and Pidgins	other	False	False
mqc	guad1242	Martinique Creole	14.6666666667	-61.0	North America	Creoles and Pidgins	other	False	False
urd	urdu1245	Urdu	25.0	67.0	Eurasia	Indic	Indo-European	False	False
nyk	tukp1239	Nyamkad	32.0	78.5	Eurasia	Bodic	Sino-Tibetan	False	False
bjs	sout2918	Bajau (Semporna)	4.5	118.5	Papunesia	Sama-Bajaw	Austronesian	False	False
orm	ormu1247	Ormuri	32.5	69.75	Eurasia	Iranian	Indo-European	False	False
ptt	patt1248	Pattani	32.75	76.75	Eurasia	Bodic	Sino-Tibetan	False	False
sle	samb1305	Samba Leko	8.5	12.5	Africa	Adamawa	Niger-Congo	False	False
mca	maca1260	Maca	-25.0	-57.5	South America	Matacoan	Matacoan	False	False
hem	hemb1242	Hemba	-6.25	27.1666666667	Africa	Bantoid	Niger-Congo	False	False
mjk	mand1419	Manjaku	12.0	-16.25	Africa	Northern Atlantic	Niger-Congo	False	False
chj	chuj1249	Chuj	15.9166666667	-91.5833333333	North America	Mayan	Mayan	False	False
fef	fefe1239	Fe'fe'	5.25	10.1666666667	Africa	Bantoid	Niger-Congo	False	False
wrp	waro1242	Waropen	-2.33333333333	136.583333333	Papunesia	South Halmahera - West New Guinea	Austronesian	False	False
abw	west2630	Abenaki (Western)	44.0	-72.25	North America	Algonquian	Algic	False	False
ldu	lend1245	Lendu	2.0	30.5	Africa	Lendu	Nilo-Saharan	False	False
nti	ngit1239	Ngiti	1.33333333333	30.25	Africa	Lendu	Nilo-Saharan	False	True
ido	idom1241	Idoma	6.91666666667	7.5	Africa	Idomoid	Niger-Congo	False	False
uli	ulit1238	Ulithian	9.91666666667	139.583333333	Papunesia	Oceanic	Austronesian	False	False
hba	hebr1245	Hebrew (Modern Ashkenazic)	31.75	35.1666666667	Eurasia	Semitic	Afro-Asiatic	False	False
heb	hebr1245	Hebrew (Modern)	31.5	34.8333333333	Eurasia	Semitic	Afro-Asiatic	True	True
mlk	mull1237	Malakmalak	-13.4166666667	130.416666667	Australia	Northern Daly	Australian	False	False
rad	rade1240	Rade	13.0	108.5	Eurasia	Malayo-Sumbawan	Austronesian	False	False
leg	lega1249	Lega	-2.83333333333	27.1666666667	Africa	Bantoid	Niger-Congo	False	False
kmh	gama1251	Kham	28.5	82.75	Eurasia	Mahakiranti	Sino-Tibetan	False	False
ixc	ixca1245	Ixcatec	17.8333333333	-97.1666666667	North America	Popolocan	Oto-Manguean	False	False
ykn	yaka1277	Yakan	6.5	122.0	Papunesia	Sama-Bajaw	Austronesian	False	False
ape	safe1240	Ampeeli	-6.75	146.083333333	Papunesia	Angan	Trans-New Guinea	False	False
pkn	darl1243	Paakantyi	-32.5	142.5	Australia	Pama-Nyungan	Australian	False	False
mdg	mund1325	Mundang	9.66666666667	14.5	Africa	Adamawa	Niger-Congo	False	False
klq	kala1397	Kalam	-5.25	144.583333333	Papunesia	Madang	Trans-New Guinea	False	False
srn	siri1273	Sirionó	-15.5833333333	-64.0	South America	Tupi-Guaraní	Tupian	False	False
thn	than1259	Thangmi	27.75	86.0	Eurasia	Mahakiranti	Sino-Tibetan	False	False
kwk	kwak1269	Kwakw'ala	51.0	-127.0	North America	Northern Wakashan	Wakashan	False	False
dbr	dutc1256	Dutch (Brabantic)	50.75	4.5	Eurasia	Germanic	Indo-European	False	False
dli	dutc1256	Dutch (Limburg)	51.0	5.5	Eurasia	Germanic	Indo-European	False	False
duz	zeeu1238	Dutch (Zeeuws)	51.5	3.75	Eurasia	Germanic	Indo-European	False	False
dut	dutc1256	Dutch	52.5	6.0	Eurasia	Germanic	Indo-European	False	False
cpa	ashe1273	Campa Pajonal Asheninca	-10.6666666667	-74.25	South America	Pre-Andine Arawakan	Arawakan	False	False
abd	abid1235	Abidji	5.66666666667	-4.58333333333	Africa	Kwa	Niger-Congo	False	False
vot	voti1245	Votic	59.5	30.0	Eurasia	Finnic	Uralic	False	False
beb	bena1264	Benabena	-6.16666666667	145.5	Papunesia	Eastern Highlands	Trans-New Guinea	False	False
men	meno1252	Menomini	45.5	-88.3333333333	North America	Algonquian	Algic	False	False
dre	dehu1237	Drehu	-21.0	167.25	Papunesia	Oceanic	Austronesian	False	True
mog	mogh1245	Moghol	35.0	62.0	Eurasia	Mongolic	Altaic	False	False
kuo	kuot1243	Kuot	-3.05	151.5	Papunesia	Kuot	Kuot	False	False
gad	gade1242	Gade	8.66666666667	7.41666666667	Africa	Nupoid	Niger-Congo	False	False
ese	esee1248	Ese Ejja	-11.0	-66.0	South America	Tacanan	Tacanan	False	False
iql	east2534	Inuktitut (Quebec-Labrador)	62.0	-73.0	North America	Eskimo	Eskimo-Aleut	False	False
ins	east2534	Inuktitut (Salluit)	62.0	-76.0	North America	Eskimo	Eskimo-Aleut	False	False
kpa	kpan1246	Kpan	7.58333333333	10.1666666667	Africa	Platoid	Niger-Congo	False	False
cml	caml1239	Camling	27.0	86.6666666667	Eurasia	Mahakiranti	Sino-Tibetan	False	False
mgk	mung1266	Mungaka	5.91666666667	10.0	Africa	Bantoid	Niger-Congo	False	False
mnu	kimm1245	Mun	19.0	110.0	Eurasia	Hmong-Mien	Hmong-Mien	False	False
mie	iumi1238	Mien	25.0	111.0	Eurasia	Hmong-Mien	Hmong-Mien	False	False
xav	xava1240	Xavánte	-15.0	-52.5	South America	Ge-Kaingang	Macro-Ge	False	False
nyu	nyul1247	Nyulnyul	-17.0	122.833333333	Australia	Nyulnyulan	Australian	False	False
kbr	bara1370	Kayan (Baram)	3.5	114.5	Papunesia	North Borneo	Austronesian	False	False
sap	sapu1248	Sapuan	15.1666666667	106.833333333	Eurasia	Bahnaric	Austro-Asiatic	False	False
yem	yemb1246	Yemba	5.41666666667	10.0833333333	Africa	Bantoid	Niger-Congo	False	False
cmk	chim1310	Chemakum	48.0833333333	-122.916666667	North America	Chimakuan	Chimakuan	False	False
klt	kela1258	Kelabit	3.66666666667	115.416666667	Papunesia	North Borneo	Austronesian	False	False
wlf	nucl1347	Wolof	15.25	-16.0	Africa	Northern Atlantic	Niger-Congo	False	False
gim	benc1235	Gimira	7.0	35.75	Africa	North Omotic	Afro-Asiatic	False	False
nom	noma1263	Nomatsiguenga	-11.6666666667	-74.5	South America	Pre-Andine Arawakan	Arawakan	False	False
ulc	ulch1241	Ulcha	52.25	140.333333333	Eurasia	Tungusic	Altaic	False	False
kin	kiny1244	Kinyarwanda	-2.0	30.0	Africa	Bantoid	Niger-Congo	False	False
ara	araw1276	Arawak	5.5	-55.1666666667	South America	Northern Arawakan	Arawakan	False	False
jiv	shua1257	Jivaro	-2.5	-78.0	South America	Jivaroan	Jivaroan	False	False
mui	muin1242	Muinane	-1.0	-72.5	South America	Boran	Huitotoan	False	False
orh	east2652	Oromo (Harar)	9.0	42.0	Africa	Eastern Cushitic	Afro-Asiatic	True	True
orw	waat1238	Oromo (Waata)	-3.33333333333	39.8333333333	Africa	Eastern Cushitic	Afro-Asiatic	False	False
orb	bora1271	Oromo (Boraana)	4.5	38.5	Africa	Eastern Cushitic	Afro-Asiatic	False	False
owc	west2721	Oromo (West-Central)	9.0	37.0	Africa	Eastern Cushitic	Afro-Asiatic	False	False
aeg	egyp1253	Arabic (Egyptian)	30.0	31.0	Africa	Semitic	Afro-Asiatic	True	True
arg	gulf1241	Arabic (Gulf)	26.0	49.0	Eurasia	Semitic	Afro-Asiatic	False	False
arq	meso1252	Arabic (Iraqi)	33.0	44.0	Eurasia	Semitic	Afro-Asiatic	False	False
arl	nort3139	Arabic (Lebanese)	34.0	36.0	Eurasia	Semitic	Afro-Asiatic	False	False
ako	cypr1248	Arabic (Kormakiti)	35.25	33.5	Eurasia	Semitic	Afro-Asiatic	False	False
ars	sana1295	Arabic (San'ani)	16.0	44.0	Eurasia	Semitic	Afro-Asiatic	False	False
abh	baha1259	Arabic (Bahrain)	26.0	50.5	Eurasia	Semitic	Afro-Asiatic	False	False
apa	sout3123	Arabic (Palestinian)	32.0	35.25	Eurasia	Semitic	Afro-Asiatic	False	False
arh	hija1235	Arabic (Hijazi)	26.0	38.0	Eurasia	Semitic	Afro-Asiatic	False	False
arv	sout3123	Arabic (Negev)	30.5	34.75	Eurasia	Semitic	Afro-Asiatic	False	False
asy	nort3139	Arabic (Syrian)	34.0	38.0	Eurasia	Semitic	Afro-Asiatic	False	False
abe	nort3139	Arabic (Beirut)	33.9166666667	35.5	Eurasia	Semitic	Afro-Asiatic	False	False
anl	nort3139	Arabic (North Levantine Spoken)	33.75	36.0	Eurasia	Semitic	Afro-Asiatic	False	False
blg	bala1310	Balangao	17.1666666667	121.166666667	Papunesia	Northern Luzon	Austronesian	False	False
ynm	yano1262	Yanomámi	2.33333333333	-63.0	South America	Yanomam	Yanomam	False	False
eka	ekar1243	Ekari	-3.83333333333	135.5	Papunesia	Wissel Lakes-Kemandoga	Trans-New Guinea	False	True
gho	ghot1243	Ghotuo	7.08333333333	5.75	Africa	Edoid	Niger-Congo	False	False
xun	kung1261	!Xun (Ekoka)	-19.6666666667	18.0	Africa	Northern Khoisan	Khoisan	False	False
